,carat,cut,color,clarity,depth,table,x,price
479,0.92,Very Good,F,SI1,62.2,55,6.19,4621
480,1.7,Very Good,I,SI1,63.1,57,7.51,10341
481,0.58,Ideal,F,VVS2,61.8,56,5.36,2395
482,0.31,Ideal,F,VVS2,62.4,55,4.33,761
483,1.27,Ideal,G,VVS1,61.7,56,6.9,10805
484,1.27,Premium,I,SI1,62.3,56,6.93,5547
485,1.11,Ideal,J,VS2,61.7,54,6.64,5051
486,1.52,Premium,E,SI1,62.5,59,7.33,12418
487,0.93,Ideal,I,SI1,62.5,55,6.23,3856
488,0.31,Ideal,G,VVS2,62.1,56,4.32,707
489,0.83,Very Good,D,IF,59.7,53,6.14,7889
490,1.22,Premium,H,SI1,60.6,60,6.92,6387
491,0.32,Ideal,E,VS2,62.3,56,4.41,900
492,0.4,Very Good,E,SI1,62.8,59,4.67,707
493,0.7,Very Good,G,VVS2,60.8,57,5.72,2931
494,1.43,Fair,I,VS1,50.8,60,7.73,6727
495,0.58,Ideal,D,SI2,61.2,57,5.38,1436
496,0.81,Premium,G,SI2,59,57,6.14,2274
497,0.4,Ideal,F,SI1,62.1,57,4.69,882
498,0.55,Ideal,E,VS2,61.4,56,5.26,1667
499,1.16,Very Good,H,SI2,61.8,58,6.75,4785
500,1.04,Premium,H,SI2,62.4,58,6.49,3611
501,0.71,Premium,G,SI1,58.9,62,5.85,2181
502,0.91,Very Good,F,VS2,60.8,57,6.24,4606
503,0.3,Ideal,F,VS1,61.7,56,4.32,570
504,0.7,Fair,G,SI1,61.6,66,5.62,1995
505,0.7,Very Good,G,SI2,60.6,58,5.72,2057
506,1.01,Very Good,H,SI2,63.9,56,6.29,4023
507,1.5,Premium,D,I1,61.7,62,7.28,6300
508,0.52,Ideal,E,VS2,61.5,56,5.17,1767
509,0.36,Ideal,D,SI2,62.3,57,4.57,689
510,1.1,Very Good,F,VS2,,59,6.56,6708
511,1.01,Very Good,I,SI2,63.5,57,6.35,4244
512,0.3,Premium,G,SI1,62.6,57,4.34,574
513,0.38,Very Good,F,SI2,,61,4.61,600
514,0.3,Ideal,F,VS2,62,54,4.31,605
515,1.53,Ideal,I,VS2,61.7,57,7.36,9189
516,1.52,Premium,F,VS2,59.4,55,7.52,14388
517,1.01,Fair,D,VVS2,65.4,57,6.2,8716
518,0.45,Good,F,VS1,58.6,62.2,5,1144
519,0.32,Ideal,G,VVS1,60.3,58,4.44,779
520,0.26,Ideal,E,VVS2,62.2,56,4.12,599
521,0.31,Very Good,F,VS2,63.4,56,4.34,802
522,0.3,Ideal,H,VVS1,61.3,57,4.32,665
523,0.42,Good,E,SI1,63.6,61,4.73,945
524,1.04,Ideal,F,SI1,59.9,56,6.64,4403
525,0.56,Ideal,F,VS2,61,55,5.33,1708
526,1.05,Ideal,G,VS2,61.6,56,6.52,6837
527,0.9,Very Good,G,VS1,62.3,60,6,4540
528,1.09,Premium,H,VS1,60.2,59,6.71,5860
529,1,Premium,H,VS2,61.3,61,6.44,5096
530,1.22,Premium,E,SI2,60.5,60,6.93,4974
531,1.12,Ideal,G,SI1,62,55,6.68,5551
532,0.73,Ideal,F,VS1,61.2,57,5.79,3797
533,0.9,Very Good,D,SI1,62.7,56,6.12,4381
534,0.71,Ideal,G,VVS2,60.7,57,5.81,2843
535,0.32,Good,E,VS1,59.5,64,4.42,756
536,0.39,Ideal,F,VS2,60,57,4.76,1053
537,1.22,Premium,I,VS2,60.3,59,6.93,6217
538,1.01,Very Good,I,SI1,60.9,63,6.51,2323
539,1.5,Good,E,SI2,61.5,65,7.21,6300
540,1.22,Premium,E,SI1,62.3,59,6.8,7395
541,0.57,Ideal,E,SI1,62.2,57,5.33,1613
542,1.06,Premium,E,VS2,61.3,58,6.56,7408
543,0.3,Ideal,F,IF,62.3,55,4.29,886
544,0.38,Very Good,D,SI1,58.9,61,4.75,733
545,0.5,Very Good,I,SI1,62.8,60,5.04,1054
546,0.5,Ideal,H,SI2,62.4,55,5.09,964
547,1.12,Good,F,VS2,63.8,57,6.59,6925
548,1.59,Premium,H,VVS2,63,58,7.48,12409
549,0.35,Ideal,F,SI1,62.4,55,4.55,748
550,0.59,Premium,H,SI1,62.9,60,5.34,1265
551,0.52,Ideal,G,VS1,61.2,56,5.19,1803
552,0.62,Ideal,D,VS2,61.2,56,5.49,2243
553,1.04,Very Good,G,VS2,61.9,57,6.46,6177
554,2.16,Premium,J,VVS1,61.5,58,8.36,17891
555,0.41,Ideal,E,SI1,62.7,57,4.74,755
556,1.61,Ideal,I,VS2,62.5,57,7.49,10098
557,0.35,Ideal,E,SI2,61.4,56,4.55,630
558,1.25,Premium,F,VS2,61.5,60,6.93,8840
559,1.25,Ideal,G,VVS2,62.2,55,6.87,10983
560,0.7,Very Good,F,VS1,62.4,56,5.62,2604
561,1.06,Premium,I,SI2,61.5,57,6.57,2968
562,0.91,Ideal,J,VS1,61.9,56,6.19,3863
563,0.9,Ideal,I,SI2,62,56,6.2,2948
564,0.96,Good,H,SI2,56.7,62,6.51,3611
565,0.8,Ideal,H,SI2,62.4,57,5.91,2122
566,1.01,Very Good,G,IF,63,60,6.31,7974
567,1.51,Good,J,VS2,64,58,7.24,6936
568,2.03,Premium,D,SI2,61.7,58,8.14,13229
569,1.21,Premium,F,SI1,61.1,61,6.78,5720
570,0.35,Very Good,H,SI1,63.3,54,4.53,647
571,1,Very Good,E,VS1,63,58,6.29,7676
572,0.52,Ideal,E,VS2,61.2,56,5.16,1689
573,0.39,Premium,D,VS2,,59,4.76,1024
574,0.31,Ideal,G,VVS1,61.8,54,4.39,789
575,1.39,Premium,H,SI1,62.7,58,7.15,7986
576,0.36,Premium,I,IF,59.9,59,4.58,758
577,1.23,Ideal,H,SI1,62.3,57,6.85,5938
578,0.42,Ideal,G,VS1,61.2,54,4.82,921
579,0.42,Premium,I,SI1,62.6,58,4.76,626
580,1.5,Good,H,I1,64,56,7.18,4022
581,0.3,Ideal,D,SI1,62.1,56,4.3,552
582,1.14,Ideal,G,VVS2,61,56,6.74,9013
583,0.39,Premium,D,VS1,61.7,59,4.69,1123
584,0.31,Good,G,VS1,63.8,57,4.29,625
585,0.38,Ideal,D,VVS2,61.5,57,4.67,1257
586,0.42,Ideal,H,SI1,61.7,55,4.84,885
587,0.35,Very Good,G,VS2,60.2,60,4.54,658
588,0.3,Premium,G,VS1,62.3,59,4.3,776
589,0.52,Premium,H,SI1,62.6,55,5.16,1219
590,0.5,Very Good,J,VS1,61.4,57.8,5.09,1034
591,0.72,Ideal,G,VVS2,61,56,5.8,3295
592,1.5,Premium,H,SI2,60.8,58,7.39,8148
593,1.04,Very Good,D,SI1,63.4,55,6.41,5557
594,0.53,Ideal,H,VVS1,61.3,56,5.21,1781
595,0.4,Very Good,D,VS1,62.9,55,4.73,1004
596,0.74,Premium,D,SI1,60.6,60,5.88,2655
597,1.3,Ideal,G,VS1,62.4,56,7.03,6928
598,0.7,Ideal,J,SI1,62.6,56,5.66,1937
599,0.9,Fair,I,VVS2,67,56,5.91,3074
600,0.7,Ideal,I,VVS1,62.3,55,5.7,2536
601,0.59,Very Good,G,SI1,63,57,5.35,1412
602,0.35,Ideal,F,VVS2,60.8,55,4.58,872
603,0.3,Ideal,E,VS2,62.6,54,4.31,844
604,0.7,Very Good,D,SI1,62.1,56,5.65,2686
605,1.01,Ideal,J,VS2,62.3,55,6.4,4425
606,1,Very Good,D,SI2,63.5,59,6.35,4295
607,0.53,Ideal,G,VVS2,60.4,56,5.24,1948
608,0.54,Ideal,D,VS1,61.4,57,5.21,2039
609,0.42,Very Good,G,VS1,59.4,59,4.86,921
610,1.52,Good,G,SI1,64.4,59,7.18,9368
611,2.04,Premium,F,SI2,60.2,58,8.17,18066
612,1.05,Fair,F,SI2,66,60,6.3,3615
613,0.33,Ideal,E,VS2,,55,4.48,928
614,1.51,Good,I,SI2,63.6,60,7.27,7957
615,0.32,Ideal,G,VVS1,61.9,56,4.4,1080
616,1,Ideal,F,VS1,61.9,57,6.41,7526
617,1.01,Premium,E,SI2,60,61,6.53,4921
618,0.39,Premium,F,VS2,62.4,58,4.65,1053
619,1,Premium,E,SI1,61.1,60,6.47,5174
620,0.39,Ideal,E,VS2,61.4,56,4.68,796
621,0.7,Very Good,F,VS2,59.5,58,5.75,2812
622,0.9,Ideal,E,VS1,61.7,56,6.19,6230
623,1,Good,J,VS2,58.7,61,6.5,3769
624,0.58,Premium,D,VS1,59.2,60,5.46,2401
625,0.3,Ideal,G,IF,61,56,4.34,844
626,1.51,Premium,F,VS2,61.1,59,7.37,14294
627,1.01,Premium,F,VVS1,62.8,58,6.39,9412
628,0.35,Very Good,E,VS1,62.3,60,4.5,829
629,1.01,Very Good,G,VS2,61.9,58,6.37,6047
630,0.7,Ideal,J,VS2,61.9,57,5.65,1974
631,0.62,Premium,F,VS2,62.3,60,5.46,2009
632,1.51,Premium,H,SI1,60.7,59,7.43,10020
633,2.01,Premium,J,SI2,62.8,58,8.09,12407
634,0.35,Fair,F,VVS1,54.6,59,4.85,1011
635,0.91,Premium,F,SI2,61.4,60,6.21,3682
636,0.43,Premium,D,VS2,60.2,59,4.92,1129
637,1.22,Premium,H,VS2,62.7,59,6.82,6184
638,1.01,Premium,F,SI1,62.2,59,6.41,5345
639,0.59,Ideal,H,SI2,61.9,55,5.37,1292
640,1.11,Good,E,SI2,,60,6.76,4532
641,0.52,Very Good,J,SI1,62.5,59,5.14,1019
642,0.23,Premium,D,VVS2,59.6,61,4.03,640
643,1.33,Premium,G,VS1,62.7,58,6.96,9699
644,0.5,Ideal,D,SI1,60.9,57,5.18,1654
645,0.29,Very Good,F,VVS2,60.8,63,4.28,592
646,0.41,Premium,G,VS2,61.6,58,4.73,827
647,0.71,Good,J,VS1,63.3,55,5.62,1881
648,0.73,Premium,G,VS1,61.4,58,5.82,2841
649,1.51,Premium,J,VS2,62.3,59,7.31,7418
650,1.04,Ideal,E,SI2,61.4,56,6.56,4892
651,2.01,Good,G,SI2,63.6,59,7.97,11096
652,0.41,Fair,G,VVS2,64.7,56,4.68,833
653,0.37,Fair,D,IF,61.2,57,4.68,1440
654,1.23,Premium,E,SI1,59.2,62,7.05,7274
655,0.36,Ideal,G,SI1,61.8,55,4.58,725
656,1.2,Premium,G,VS2,62.1,61,6.74,7728
657,0.33,Very Good,D,VVS2,59.5,56,4.51,933
658,0.6,Ideal,D,VS2,61.5,55,5.42,2325
659,0.91,Premium,H,SI1,63,57,6.19,3033
660,0.33,Ideal,F,VS2,60.5,55,4.55,854
661,0.32,Good,E,VS1,60.3,64,4.42,756
662,0.7,Very Good,D,VS1,61.2,56,5.68,3567
663,1.35,Premium,J,SI1,61.1,61,7.13,5715
664,0.71,Premium,I,VS1,61.9,58,5.76,2104
665,0.92,Premium,D,SI2,62.5,59,6.24,3550
666,0.7,Premium,H,SI1,61.3,58,5.71,2155
667,0.45,Good,G,VS1,60.7,60.4,4.94,1246
668,1.6,Premium,J,SI1,62.2,58,7.48,7550
669,1.5,Very Good,G,VVS2,60.9,56,7.34,12798
670,3.04,Very Good,I,SI2,63.2,59,9.14,15354
671,1.61,Ideal,G,VS2,62.2,56,7.57,9521
672,1,Very Good,F,VS2,62.9,55,6.34,6352
673,1.02,Very Good,E,VS1,58.9,59,6.52,7253
674,1.57,Ideal,H,VS1,62.2,55,7.44,12810
675,2.02,Ideal,I,SI1,61.9,58,8.07,15942
676,2.14,Premium,H,SI1,62.3,58,8.28,14490
677,0.25,Very Good,E,VVS2,60.5,59,4.06,575
678,0.31,Ideal,G,VS2,62.7,57,4.31,544
679,0.5,Ideal,D,VS2,61.9,59,5.07,1712
680,0.26,Ideal,H,VS1,62.2,55,4.06,462
681,0.32,Premium,H,VS1,62.3,58,4.34,561
682,0.71,Ideal,I,IF,61.5,56,5.74,2925
683,0.94,Premium,H,SI2,,57,6.29,3335
684,0.26,Very Good,E,VS2,62.8,58,4,601
685,0.38,Ideal,E,VVS2,61.9,53.8,4.66,1073
686,0.97,Very Good,G,SI1,60.2,61,6.4,4140
687,0.9,Good,F,SI1,63.2,61,6.09,3950
688,0.31,Ideal,H,VS2,62.6,57,4.38,628
689,0.27,Ideal,H,VVS2,62.1,57,4.15,623
690,0.54,Ideal,E,SI2,,57,5.25,1246
691,1.03,Ideal,F,VS1,60.7,56,6.6,7429
692,0.52,Ideal,D,VS1,61.3,56,5.21,2550
693,0.71,Good,D,SI1,63.1,56,5.68,2719
694,0.91,Very Good,J,SI1,63.5,58,6.17,2905
695,0.71,Ideal,E,SI2,,57,5.74,2470
696,1.07,Premium,D,SI1,63,57,6.57,6124
697,1.21,Ideal,G,VS1,61.4,56,6.84,8824
698,0.31,Ideal,E,VVS1,60.5,57,4.38,942
699,0.45,Very Good,F,VS1,62.1,59,4.85,1179
700,0.49,Ideal,D,VS1,62.3,55,5.03,1934
701,0.53,Premium,H,SI1,60.9,60,5.26,1193
702,0.91,Good,G,SI2,63.6,56,6.14,3610
703,0.32,Good,I,SI1,63.9,55,4.36,554
704,0.5,Good,I,VS2,60.4,64,5.12,1047
705,0.32,Very Good,E,SI1,61.6,56,4.39,561
706,0.31,Very Good,H,VS2,60,60,4.4,489
707,1.53,Premium,I,SI1,60.8,59,7.54,8911
708,0.9,Good,J,SI2,,56,6.1,2693
709,1.01,Premium,G,VS2,61.6,58,6.45,6027
710,1.71,Very Good,F,VS1,61.9,61,7.61,17685
711,1.49,Fair,H,I1,66.9,61,6.93,6425
712,0.41,Good,E,SI2,63.8,57,4.75,818
713,0.38,Very Good,F,SI2,61.2,57,4.67,585
714,0.53,Ideal,D,VVS1,62,57,5.16,2732
715,0.9,Fair,D,SI1,64,63,6.12,4796
716,0.56,Premium,F,VS2,60.5,59,5.42,1935
717,1.24,Premium,G,IF,60.5,60,6.95,10508
718,1.27,Ideal,F,SI1,61.8,57,6.96,5761
719,0.73,Ideal,J,SI1,62,56,5.74,1902
720,1.52,Premium,G,VS1,62.4,58,7.37,13034
721,0.76,Premium,G,SI2,62.6,55,5.87,1970
722,1.76,Very Good,G,VS1,62.8,55.4,7.7,18014
723,0.3,Very Good,D,VS1,62,55,4.31,863
724,0.23,Very Good,E,VVS1,61.8,59,3.89,472
725,1.15,Premium,G,SI1,62.6,58,6.71,5851
726,1.25,Ideal,I,SI2,63.3,56,6.87,5292
727,0.3,Ideal,F,VVS1,62.2,56,4.27,814
728,1.51,Premium,E,SI1,58.6,62,7.58,12655
729,1.03,Premium,D,VVS2,,59,6.48,8623
730,1.52,Premium,H,SI1,60.1,60,7.47,10330
731,0.27,Very Good,D,VVS2,64.6,53,4.04,575
732,0.83,Ideal,D,SI1,61.5,53,6.09,3933
733,1.19,Premium,I,SI1,61.3,59,6.84,5464
734,2.1,Ideal,H,SI1,62.9,57,8.19,18648
735,0.7,Ideal,F,SI1,62.2,56,5.68,2409
736,0.54,Premium,D,VS1,61.1,58,5.24,1994
737,1.57,Ideal,G,SI1,61.7,55,7.51,8752
738,0.31,Ideal,D,VVS2,60.9,57,4.38,777
739,0.3,Premium,I,VS1,60.3,58,4.32,473
740,0.51,Ideal,G,VVS2,61.9,55,5.15,1875
741,0.6,Very Good,J,VS1,62.6,56,5.37,1378
742,0.37,Premium,G,SI1,62.1,60,4.54,551
743,0.7,Ideal,D,VS2,62.4,57,5.68,2867
744,0.52,Ideal,D,VVS2,60.4,57,5.25,2426
745,1.74,Ideal,D,SI2,59.7,55,7.9,9880
746,0.51,Good,H,SI2,63.7,61,4.99,964
747,0.3,Premium,I,VS1,61.7,59,4.3,608
748,1.78,Very Good,D,SI2,63.4,60,7.67,10730
749,1.1,Very Good,G,VS1,60.3,62,6.72,6951
750,0.43,Ideal,H,VS2,62.5,56,4.81,1218
751,0.42,Ideal,I,SI1,61,56,4.86,914
752,0.43,Ideal,G,IF,61.8,55,4.85,1433
753,1.01,Premium,G,SI2,62.4,58,6.41,4442
754,0.91,Very Good,I,VS2,63,58,6.07,3340
755,0.31,Premium,F,VS2,61.6,58,4.35,625
756,1.03,Premium,F,VS2,62.6,58,6.45,5774
757,2.11,Premium,H,VS2,60.8,61,8.32,16395
758,0.4,Premium,D,SI2,62.4,58,4.69,666
759,0.54,Ideal,E,VS2,60.5,56,5.26,1754
760,1.56,Ideal,E,VS2,60.5,57,7.56,12717
761,0.35,Ideal,J,VVS1,62.1,53,4.53,540
762,0.32,Ideal,G,VVS2,61.6,55,4.42,936
763,0.7,Premium,D,VS1,62.5,60,5.62,3471
764,1.34,Ideal,J,VS1,62,57,7.12,6010
765,0.23,Very Good,F,VVS2,61,59,3.93,465
766,0.52,Ideal,D,SI1,62.2,57,5.13,1600
767,1.38,Good,J,SI2,63.7,58,7.06,4598
768,0.8,Ideal,G,VVS2,61.4,57,5.96,4740
769,1.25,Premium,E,VS2,61.5,58,6.98,10640
770,0.51,Premium,D,SI1,60.9,59,5.19,1687
771,2.33,Good,G,SI2,63.9,60,8.37,13242
772,0.9,Good,F,SI1,58,58,6.24,3699
773,1.22,Ideal,F,SI2,62,57,6.88,4852
774,0.91,Ideal,I,VS1,62.1,57,6.2,3906
775,0.41,Ideal,I,VVS1,61.7,57,4.73,875
776,0.3,Ideal,I,SI1,60.4,59,4.33,439
777,1.01,Premium,H,SI1,63,60,6.36,4642
778,0.44,Premium,D,SI1,61.9,59,4.9,1089
779,1.2,Ideal,G,VS1,62.6,54.3,6.76,8687
780,0.53,Ideal,E,VS2,,55,5.2,1721
781,1.21,Very Good,H,SI1,60.2,58,6.89,6229
782,1,Ideal,G,VS2,62.3,56,6.43,5887
783,1.55,Ideal,J,SI1,61.7,54,7.42,7987
784,0.54,Ideal,E,VVS2,61.6,56,5.25,2776
785,0.38,Ideal,E,VVS2,61.9,57,4.65,1176
786,0.51,Ideal,D,VS2,62.1,56,5.16,1882
787,1.26,Premium,F,VS1,62,58,6.95,10669
788,0.33,Premium,G,IF,60.8,58,4.46,1052
789,1,Premium,H,SI1,62.2,51,6.47,3511
790,0.74,Premium,H,VS2,62.1,56,5.83,2532
791,1.51,Very Good,D,VS2,62.3,59,7.29,14112
792,1.45,Fair,F,I1,64.8,67,7.16,4320
793,1.52,Premium,F,VS2,60.9,61,7.46,13919
794,1.26,Premium,G,SI2,59.1,59,7.09,5899
795,0.7,Fair,I,SI1,65.2,58,5.6,1749
796,0.32,Ideal,E,VVS1,61.7,55,4.38,879
797,0.38,Ideal,D,VVS1,60.3,56,4.72,1867
798,1.15,Ideal,E,VVS2,61.5,57,6.72,12193
799,2.51,Very Good,J,SI1,63.8,55,8.51,16842
800,0.3,Very Good,D,VS2,62.9,61,4.27,710
801,1.5,Good,H,SI2,63.8,57,7.21,5416
802,1.13,Ideal,I,VS1,61.6,54,6.72,5813
803,0.4,Very Good,D,VS1,63.1,55,4.7,967
804,1.01,Good,E,SI1,63.5,58,6.28,4546
805,0.41,Premium,F,VS1,61.2,57,4.8,1076
806,0.41,Ideal,E,VVS2,62,56,4.72,1187
807,1.02,Very Good,E,VVS1,62.6,56,6.35,9498
808,0.33,Premium,D,VS2,60.8,60,4.52,762
809,0.42,Ideal,E,VVS1,62,55,4.81,1327
810,0.73,Ideal,G,VS1,60.7,57,5.85,3411
811,0.37,Ideal,G,VS2,62.2,57,4.64,833
812,0.4,Premium,D,SI2,60,58,4.8,666
813,1.04,Ideal,G,VVS2,61.7,56,6.5,9465
814,0.32,Ideal,E,VS2,61.4,56,4.41,599
815,0.73,Ideal,F,VS2,62.6,56,5.77,2762
816,0.45,Premium,J,SI2,60.9,57,4.95,720
817,0.35,Premium,H,VVS1,62.1,58,4.46,798
818,1.01,Very Good,D,VS2,63.1,58,6.34,7448
819,0.3,Premium,H,SI1,59.3,59,4.36,421
820,2.1,Very Good,J,VS2,61.3,59,8.21,14229
821,0.3,Ideal,E,VVS2,61.4,55,4.32,837
822,0.26,Ideal,I,VS2,61.8,55,4.12,371
823,0.3,Very Good,G,VVS2,62.1,59,4.23,684
824,0.41,Very Good,I,VVS1,63.1,58,4.68,847
825,0.46,Ideal,J,IF,61.8,56,4.98,1221
826,0.33,Ideal,D,VS1,61.7,55,4.47,739
827,0.31,Premium,D,SI1,60.9,60,4.38,571
828,0.3,Good,G,VS1,63.6,54,4.31,776
829,0.34,Good,H,VS2,63.7,57,4.42,537
830,0.34,Ideal,G,SI1,61.2,57,4.53,507
831,0.37,Ideal,H,IF,61.7,53,4.66,936
832,0.35,Ideal,F,VS2,60.5,57,4.6,906
833,1.12,Premium,H,SI1,62.4,56,6.74,4994
834,0.25,Premium,E,VS1,60.7,59,4.11,435
835,0.41,Ideal,I,IF,62.6,57,4.78,1076
836,0.24,Good,F,VS1,60.8,64,3.96,373
837,0.36,Ideal,E,SI1,62.9,56,4.57,810
838,0.7,Good,D,VVS2,63.6,57,5.61,3312
839,2.05,Premium,J,VS2,62.3,60,8.15,13667
840,0.3,Ideal,H,VVS1,62.2,57,4.28,665
841,0.72,Premium,F,SI1,62,60,5.74,2364
842,1.01,Good,G,VS2,63.8,57,6.27,5279
843,1.01,Premium,E,VS2,59.3,58,6.53,7240
844,0.3,Ideal,E,VVS2,61.8,56,4.31,789
845,1.14,Ideal,E,VVS2,62.3,55,6.68,10512
846,0.87,Premium,F,SI2,61.6,58,6.14,2999
847,1.14,Premium,G,VS2,61.9,58,6.72,6256
848,0.51,Premium,F,SI1,59.4,60,5.19,1308
849,0.91,Premium,F,SI2,58.2,61,6.58,3746
850,1.01,Premium,H,VS2,62.3,60,6.32,4909
851,0.42,Ideal,G,VVS1,61.6,55,4.85,1235
852,0.36,Ideal,F,VS1,61.5,55,4.57,803
853,0.32,Premium,H,SI1,61.3,60,4.36,449
854,1.49,Fair,F,SI1,59.6,63,7.2,8779
855,1.79,Ideal,J,VS2,61.8,56,7.74,10658
856,1.73,Premium,J,SI1,60.7,58,7.73,9105
857,2.04,Ideal,I,SI2,62.8,57,8.11,10282
858,0.74,Very Good,F,SI2,59.6,60,5.85,2298
859,0.3,Ideal,F,VS2,61.8,56,4.3,605
860,2.03,Ideal,G,SI1,60,55.8,8.17,18757
861,0.39,Ideal,G,VVS1,,56,4.66,978
862,1.5,Ideal,G,SI2,61.4,56,7.38,8736
863,1.57,Premium,G,SI1,59.5,58,7.56,10914
864,0.36,Very Good,D,VVS1,59,59,4.66,1119
865,0.33,Very Good,J,VS1,61.5,61,4.39,434
866,1.03,Very Good,F,IF,62.8,57,6.4,10032
867,0.3,Ideal,D,VVS1,62.2,57,4.35,1112
868,1.5,Very Good,H,SI1,61.5,62,7.24,8791
869,0.53,Ideal,H,IF,62,54,5.19,1920
870,0.5,Ideal,I,SI1,59.8,59,5.18,1031
871,0.71,Ideal,H,SI2,61.8,55,5.75,2024
872,0.91,Ideal,F,SI2,62.2,56,6.14,3812
873,0.58,Ideal,E,VS2,60.9,59,5.36,1698
874,1.02,Ideal,G,VVS2,62.1,54,6.54,8847
875,1,Good,G,SI2,61.7,63,6.36,4493
876,0.27,Ideal,I,VS2,62.1,56,4.14,534
877,0.4,Very Good,G,SI2,62.9,57,4.68,630
878,0.69,Ideal,G,SI2,62.7,54,5.71,1711
879,0.23,Very Good,E,VVS2,60.9,60,3.96,530
880,0.38,Good,F,VS2,62.7,58,4.56,752
881,0.42,Premium,H,VVS1,62,58,4.79,1068
882,1.07,Ideal,D,SI1,61.8,55,6.54,5767
883,0.54,Good,G,VS1,59,62,5.3,1640
884,0.39,Ideal,F,SI1,62.5,55,4.63,718
885,0.24,Very Good,D,VS2,61.4,60,3.98,373
886,0.38,Ideal,J,VS1,62,53,4.66,645
887,1.52,Premium,H,SI1,61.2,58,7.53,8566
888,0.34,Very Good,E,SI2,62.9,56,4.45,477
889,0.35,Ideal,F,VS2,61.4,55,4.55,706
890,1.69,Ideal,H,I1,62,56,7.66,6757
891,0.41,Premium,G,SI1,61.4,60,4.75,719
892,0.32,Ideal,E,VVS2,62.3,56,4.4,1080
893,1.15,Very Good,H,VS1,62.5,56,6.65,7040
894,1,Premium,H,SI1,62.2,60,6.45,4469
895,0.33,Ideal,G,IF,61.5,56,4.46,992
896,0.31,Ideal,E,VS2,61.7,55,4.36,872
897,0.3,Ideal,I,VVS2,62.6,56,4.26,515
898,0.43,Ideal,F,IF,60.9,57,4.89,1580
899,1.32,Good,I,VS1,59.2,58,7.14,7143
900,0.31,Premium,E,VS2,61.6,59,4.32,680
901,0.56,Ideal,G,VVS2,61.6,56,5.29,1976
902,0.54,Very Good,F,VS1,,59,5.26,1600
903,1.05,Ideal,G,SI2,62.2,54,6.52,4667
904,0.3,Premium,F,VS2,61.6,58,4.31,776
905,1.02,Ideal,G,I1,61.2,56,6.47,3459
906,0.41,Ideal,F,SI2,61.1,57,4.8,703
907,0.58,Premium,G,VVS2,61.5,60,5.37,1975
908,1.55,Ideal,F,VS2,61.8,54,7.44,15426
909,0.34,Ideal,E,SI1,62.2,54,4.5,714
910,0.51,Ideal,H,SI2,61.9,54,5.13,983
911,1.5,Very Good,G,SI1,62.8,57,7.19,9996
912,0.34,Ideal,H,VVS1,61.8,57,4.46,995
913,0.41,Ideal,G,VVS2,61.1,55,4.8,1007
914,0.62,Premium,J,VVS2,60.9,58,5.5,1415
915,0.71,Premium,H,IF,62.9,60,5.74,3349
916,0.23,Premium,E,VVS2,61.8,58,3.94,680
917,0.7,Very Good,E,SI1,63.3,58,5.63,1926
918,0.3,Ideal,I,VVS1,62.4,56,4.32,709
919,0.32,Very Good,G,VVS2,62,55,4.39,730
920,0.31,Very Good,G,SI2,61.8,59,4.3,408
921,1.03,Ideal,G,VVS1,,56,6.5,8248
922,1.5,Very Good,I,SI1,63.5,59,7.16,8081
923,1.01,Ideal,D,SI1,63,56,6.36,6579
924,2.02,Very Good,H,SI2,63.1,54,8.09,13655
925,0.32,Ideal,D,VVS1,61.5,57,4.45,1140
926,1,Ideal,H,SI1,61.4,55,6.49,4676
927,0.6,Ideal,H,VS1,61.6,56,5.4,1820
928,0.32,Ideal,F,VVS2,62,55,4.41,1008
929,0.34,Ideal,E,VS2,62,56,4.46,646
930,1.5,Good,I,VS1,57.9,60,7.48,9828
931,0.71,Premium,E,SI1,60.3,60,5.77,2674
932,0.81,Premium,F,SI1,61.9,58,5.99,3004
933,1.86,Very Good,H,SI1,62.6,58,7.77,14383
934,2.01,Good,I,SI2,56.9,59,8.41,11312
935,0.38,Ideal,D,VVS2,60.7,55,4.69,1289
936,1.51,Ideal,I,VS2,62.6,56,7.27,9069
937,0.46,Ideal,I,VS2,62.3,59,4.95,952
938,0.41,Ideal,G,IF,62.4,54,4.77,1259
939,0.31,Premium,E,SI1,,60,4.42,698
940,0.4,Premium,E,VVS1,61.2,61,4.74,1397
941,1.02,Premium,G,SI2,62.5,59,6.37,4291
942,0.7,Ideal,I,VS2,62.4,56,5.71,2056
943,0.83,Ideal,J,VS2,62.1,56,5.98,2570
944,2.01,Premium,I,VS2,62.8,58,8.01,16778
945,0.4,Premium,E,SI1,60.8,62,4.76,882
946,0.31,Ideal,G,VVS1,61.6,56,4.39,1046
947,0.33,Premium,E,VS2,61.5,59,4.42,723
948,0.51,Very Good,E,VS1,61,59,5.13,1717
949,1.5,Ideal,H,VS1,61.3,55,7.37,10080
950,1.51,Good,I,VS1,64,60,7.1,8975
951,0.9,Fair,D,SI1,66.4,59,5.97,3382
952,2.61,Ideal,I,SI2,62.1,56,8.85,18756
953,0.51,Ideal,F,VVS2,62.2,56,5.08,2093
954,0.53,Premium,G,VS2,60.7,59,5.24,1607
955,0.45,Ideal,I,VS1,61.9,54,4.95,825
956,1.11,Ideal,D,VS1,61.9,54,6.63,9870
957,0.33,Ideal,F,VS2,61.9,57,4.4,666
958,0.7,Good,I,SI2,63.5,56,5.59,1675
959,1.19,Ideal,D,SI2,60.4,55,6.91,5504
